report_id,source_file,included,exclusion_reason,duplicate_of,schema,timestamp,attacker,defender,winner,turns,turns_min,turns_max,assumptions,warnings
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+10D+10H_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+10D+10H_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:26:07,1 T1 Infantry,1 T1 Infantry,defender,246,244,246,"Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 41 is cross-checked as attack events 6, 12, 18, ... and implies turns in [246, 251]. | The chosen value 246 lies in the Skill 2 / Skill 3 intersection [246, 246]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:24:00,1 T1 Infantry,1 T1 Infantry,defender,242,241,243,"Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 40 is cross-checked as attack events 6, 12, 18, ... and implies turns in [240, 245]. | The chosen value 242 lies in the Skill 2 / Skill 3 intersection [241, 243]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:05:35,1 T1 Infantry,1 T1 Infantry,attacker,266,265,267,"Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 44 is cross-checked as attack events 6, 12, 18, ... and implies turns in [264, 269]. | The chosen value 266 lies in the Skill 2 / Skill 3 intersection [265, 267]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:20:50,1 T1 Infantry,1 T1 Infantry,attacker,264,262,264,"Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 44 is cross-checked as attack events 6, 12, 18, ... and implies turns in [264, 269]. | The chosen value 264 lies in the Skill 2 / Skill 3 intersection [264, 264]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:04:44,1 T1 Infantry,1 T1 Infantry,defender,242,241,243,"Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 40 is cross-checked as attack events 6, 12, 18, ... and implies turns in [240, 245]. | The chosen value 242 lies in the Skill 2 / Skill 3 intersection [241, 243]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:19:16,1 T1 Infantry,1 T1 Infantry,defender,270,268,270,"Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 45 is cross-checked as attack events 6, 12, 18, ... and implies turns in [270, 275]. | The chosen value 270 lies in the Skill 2 / Skill 3 intersection [270, 270]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:03:33,1 T1 Infantry,1 T1 Infantry,attacker,264,262,264,"Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 44 is cross-checked as attack events 6, 12, 18, ... and implies turns in [264, 269]. | The chosen value 264 lies in the Skill 2 / Skill 3 intersection [264, 264]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+10D_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+10D_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 22:51:58,1 T1 Infantry,1 T1 Infantry,defender,242,241,243,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 40 is cross-checked as attack events 6, 12, 18, ... and implies turns in [240, 245]. | The chosen value 242 lies in the Skill 2 / Skill 3 intersection [241, 243]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 23:00:11,1 T1 Infantry,1 T1 Infantry,defender,242,241,243,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 40 is cross-checked as attack events 6, 12, 18, ... and implies turns in [240, 245]. | The chosen value 242 lies in the Skill 2 / Skill 3 intersection [241, 243]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 22:52:47,1 T1 Infantry,1 T1 Infantry,defender,242,241,243,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 40 is cross-checked as attack events 6, 12, 18, ... and implies turns in [240, 245]. | The chosen value 242 lies in the Skill 2 / Skill 3 intersection [241, 243]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10D_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10D_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-10 22:53:44,1 T1 Infantry,1 T1 Infantry,defender,270,268,270,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 45 is cross-checked as attack events 6, 12, 18, ... and implies turns in [270, 275]. | The chosen value 270 lies in the Skill 2 / Skill 3 intersection [270, 270]. | Vulcanus is on the defender side.",
NanoMart_Exp4_1v1_T1LanvT1Inf_Att+20_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_Exp4_1v1_T1LanvT1Inf_Att+20_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1_stat_modifier,2026-07-11 01:27:41,1 T1 Lancer,1 T1 Infantry,attacker,72,70,72,"Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count 12 is cross-checked as attack events 6, 12, 18, ... and implies turns in [72, 77]. | The chosen value 72 lies in the Skill 2 / Skill 3 intersection [72, 72]. | Vulcanus is on the defender side.",
NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,wos_sim/data/experiments/NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3.json,True,,,experiment_1v1,2026-07-10 18:27:13,1 T1 Infantry,1 T1 Infantry,defender,264,262,264,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the attacker side.",
NanoMart_SetA_1v1_T3InfvT2Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetA_1v1_T3InfvT2Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:00:13,1 T3 Infantry,1 T2 Infantry,attacker,188,187,189,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetA_1v1_T4InfvT2Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetA_1v1_T4InfvT2Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:03:52,1 T4 Infantry,1 T2 Infantry,attacker,144,142,144,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetA_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetA_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:25:10,1 T5 Infantry,1 T1 Infantry,attacker,68,67,69,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetA_1v1_T5InfvT2Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetA_1v1_T5InfvT2Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:06:00,1 T5 Infantry,1 T2 Infantry,attacker,120,118,120,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:09:12,1 T6 Infantry,1 T2 Infantry,attacker,102,100,102,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus_Duplicate2,wos_sim/data/experiments/NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus_Duplicate2.json,True,,NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus,experiment_1v1,2026-07-10 18:09:12,1 T6 Infantry,1 T2 Infantry,attacker,102,100,102,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetB_1v1_T1InfvT1Inf_NoAttackerHero_Vulcanus,wos_sim/data/experiments/NanoMart_SetB_1v1_T1InfvT1Inf_NoAttackerHero_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:34:07,1 T1 Infantry,1 T1 Infantry,defender,270,268,270,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetB_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,wos_sim/data/experiments/NanoMart_SetB_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3.json,True,,NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,experiment_1v1,2026-07-10 18:27:13,1 T1 Infantry,1 T1 Infantry,defender,264,262,264,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the attacker side.",
NanoMart_SetB_1v1_T1LanvT1Lan_NoAttackerHero_Vulcanus,wos_sim/data/experiments/NanoMart_SetB_1v1_T1LanvT1Lan_NoAttackerHero_Vulcanus.json,True,,,experiment_1v1,2026-07-10 18:34:07,1 T1 Lancer,1 T1 Lancer,defender,30,28,30,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetC_1v3_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetC_1v3_T1InfvT1Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_count,2026-07-10 18:59:24,1 T1 Infantry,3 T1 Infantry,defender,156,154,156,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetC_1v5_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetC_1v5_T1InfvT1Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_count,2026-07-10 19:02:48,1 T1 Infantry,5 T1 Infantry,defender,120,118,120,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetC_2v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetC_2v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_count,2026-07-10 18:57:14,2 T1 Infantry,2 T1 Infantry,attacker,318,316,318,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetC_2v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetC_2v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus.json,True,,,experiment_count,2026-07-10 19:04:59,2 T1 Lancer,2 T1 Lancer,attacker,36,34,36,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
NanoMart_SetC_3v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,wos_sim/data/experiments/NanoMart_SetC_3v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus.json,True,,,experiment_count,2026-07-10 19:00:53,3 T1 Infantry,1 T1 Infantry,attacker,152,151,153,"Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Lethality panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Health panel set to 0% from Martin's NanoMart/MiniMart chief-level confirmation; field is not visible in this report | Vulcanus Skill 3 triggers on turns 1, 4, 7, ...; k triggers imply turns in [3k-2, 3k]. | Vulcanus Skill 2 trigger count is cross-checked against attack events 6, 12, 18, ... where present. | Vulcanus is on the defender side.",
