id,folder,instrument,matchup,N_vs_N,observed,actual_winner,attacker_clock,defender_clock,predicted_winner,predicted,actual_branch_predicted,pcterr,abs_pcterr,band_edge_pcterr,time_result,winner_classification,clock_gap_pct,alpaca_bound_branch,domain_class,verdict,flags,arithmetic
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7D+186.6L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+14.4_Gatotlvl1_NoDefenderHero_20260712_130906,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,101,attacker,100.937068,capped,attacker,100.937068,100.937068,-0.062309,0.062309,-0.062309,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.864)*1/(3.577*1*1)*1*1/sqrt(1)=100.937; target_count=1; total=100.937068]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7D+186.6L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+4.0_Gatotlvl1_NoDefenderHero_20260712_130534,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,92,attacker,91.760971,capped,attacker,91.760971,91.760971,-0.259815,0.259815,-0.259815,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.24)*1/(3.577*1*1)*1*1/sqrt(1)=91.761; target_count=1; total=91.760971]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7D+186.6L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+4.0_Gatotlvl1_NoDefenderHero_20260712_130627,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,92,attacker,91.760971,capped,attacker,91.760971,91.760971,-0.259815,0.259815,-0.259815,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.24)*1/(3.577*1*1)*1*1/sqrt(1)=91.761; target_count=1; total=91.760971]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7D+192.1L+0.0H+0.0_DefInfA+14.0D+15.0L+11.8H+27.1_Gatotlvl1_NoDefenderHero_20260712_135033,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,123,attacker,122.822731,capped,attacker,122.822731,122.822731,-0.144121,0.144121,-0.144121,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.6*7.626)*1/(3.577*1*1)*1*1/sqrt(1)=122.823; target_count=1; total=122.822731]; defender clock [Gatot-B: gross=1*0.101766=0.101766; net=gross-30.15=0; pool=70.104; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7D+192.1L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+16.1_Gatotlvl1_NoDefenderHero_20260712_135000,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,103,attacker,102.437007,capped,attacker,102.437007,102.437007,-0.546595,0.546595,-0.546595,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.966)*1/(3.577*1*1)*1*1/sqrt(1)=102.437; target_count=1; total=102.437007]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=70.104; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+19.6D+32.6H+10.0_Gatotlvl1_NoDefenderHero_20260712_093521,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,123,attacker,122.566439,capped,attacker,122.566439,122.566439,-0.352488,0.352488,-0.352488,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(5.304*6.6)*1/(3.577*1*1)*1*1/sqrt(1)=122.566; target_count=1; total=122.566439]; defender clock [Gatot-B: gross=1*0.0954966=0.0954966; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+19.6D+32.6_Gatotlvl1_NoDefenderHero_20260712_092727,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,112,attacker,111.424036,capped,attacker,111.424036,111.424036,-0.514254,0.514254,-0.514254,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(5.304*6)*1/(3.577*1*1)*1*1/sqrt(1)=111.424; target_count=1; total=111.424036]; defender clock [Gatot-B: gross=1*0.0954966=0.0954966; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+19.6D+32.6_Gatotlvl1_NoDefenderHero_20260712_093016,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,112,attacker,111.424036,capped,attacker,111.424036,111.424036,-0.514254,0.514254,-0.514254,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(5.304*6)*1/(3.577*1*1)*1*1/sqrt(1)=111.424; target_count=1; total=111.424036]; defender clock [Gatot-B: gross=1*0.0954966=0.0954966; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+0.0_Gatotlvl1_NoDefenderHero_20260712_092047,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,84,attacker,84.030193,capped,attacker,84.030193,84.030193,0.035944,0.035944,0.035944,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(3.577*1*1)*1*1/sqrt(1)=84.0302; target_count=1; total=84.030193]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+10.0_Gatotlvl1_NoDefenderHero_20260712_092223,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,93,attacker,92.433212,capped,attacker,92.433212,92.433212,-0.609449,0.609449,-0.609449,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.4*6)*1/(3.577*1*1)*1*1/sqrt(1)=92.4332; target_count=1; total=92.433212]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+15.5H+10.0_Gatotlvl1_NoDefenderHero_20260712_093608,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,107,attacker,106.760360,capped,attacker,106.760360,106.760360,-0.223963,0.223963,-0.223963,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.62*6.6)*1/(3.577*1*1)*1*1/sqrt(1)=106.76; target_count=1; total=106.760360]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+15.5H+11.1_Gatotlvl1_NoDefenderHero_20260712_095059,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,108,attacker,107.827964,capped,attacker,107.827964,107.827964,-0.159293,0.159293,-0.159293,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.62*6.666)*1/(3.577*1*1)*1*1/sqrt(1)=107.828; target_count=1; total=107.827964]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+15.5_Gatotlvl1_NoDefenderHero_20260712_092648,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,97,attacker,97.054873,capped,attacker,97.054873,97.054873,0.056570,0.056570,0.056570,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.62*6)*1/(3.577*1*1)*1*1/sqrt(1)=97.0549; target_count=1; total=97.054873]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+5.0H+1.0_Gatotlvl1_NoDefenderHero_20260712_123341,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,89,attacker,89.114020,capped,attacker,89.114020,89.114020,0.128112,0.128112,0.128112,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.2*6.06)*1/(3.577*1*1)*1*1/sqrt(1)=89.114; target_count=1; total=89.114020]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+5.0H+1.5_Gatotlvl1_NoDefenderHero_20260712_123621,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,90,attacker,89.555178,capped,attacker,89.555178,89.555178,-0.494247,0.494247,-0.494247,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.2*6.09)*1/(3.577*1*1)*1*1/sqrt(1)=89.5552; target_count=1; total=89.555178]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+257.7_Gatotlvl1_NoDefenderHero_20260712_090948,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,84,attacker,84.030193,capped,attacker,84.030193,84.030193,0.035944,0.035944,0.035944,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(3.577*1*1)*1*1/sqrt(1)=84.0302; target_count=1; total=84.030193]; defender clock [Gatot-B: gross=1*0.0798467=0.0798467; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+269.7D+196.6L+10.0H+10.0_DefInfA+4.0D+5.0L+1.8H+14.4_Gatotlvl1_NoDefenderHero_20260712_131030,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,89,attacker,88.782524,capped,attacker,88.782524,88.782524,-0.244355,0.244355,-0.244355,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.864)*1/(3.697*1.1*1)*1*1/sqrt(1)=88.7825; target_count=1; total=88.782524]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=78.3024; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+269.7D+202.1L+10.0H+10.0_DefInfA+4.0D+5.0L+1.8H+16.1_Gatotlvl1_NoDefenderHero_20260712_134827,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,90,attacker,90.101845,capped,attacker,90.101845,90.101845,0.113161,0.113161,0.113161,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.966)*1/(3.697*1.1*1)*1*1/sqrt(1)=90.1018; target_count=1; total=90.101845]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=79.7544; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_AttInfA+269.7D+202.1L+10.0H+10.0_DefInfA+4.0D+5.0L+1.8H+16.1_Gatotlvl1_NoDefenderHero_20260712_135653,Lab Rat,exact_1v1,InfT1x1[gatot] vs InfT1x1[],1v1,90,attacker,90.101845,capped,attacker,90.101845,90.101845,0.113161,0.113161,0.113161,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.966)*1/(3.697*1.1*1)*1*1/sqrt(1)=90.1018; target_count=1; total=90.101845]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=79.7544; capped; target_count=1; total=capped]
FarSeer_1v1_T1InfvT1Inf_Ursarlvl2_NoDefenderHero_20260712_013710,Lab Rat,exact_1v1,InfT1x1[ursar] vs InfT1x1[],1v1,,attacker,294.393732,300.876576,attacker,294.393732,294.393732,,,,WINNER_ONLY,CORRECT,2.202100,N/A,in_exact_duel,PASS,lh_panel_uncaptured;no_turn_clock,attacker clock [plain: 12.524*(4*6)*1/(1.021*1*1)*1*1/sqrt(1)=294.394; target_count=1; total=294.393732]; defender clock [plain: 12.524*(4.004*6)*1/(1*1*1)*1*1/sqrt(1)=300.877; target_count=1; total=300.876576]
FarSeer_1v1_T1MMvT1MM_Gordonlvl1_NoDefenderHero_20260711_213829,Lab Rat,exact_1v1,MMT1x1[gordon] vs MMT1x1[],1v1,"[18,19]",attacker,18.500163,18.907555,attacker,18.500163,18.500163,0.000882,0.000882,0.000000,CEIL_HIT,CORRECT,2.202100,N/A,in_exact_duel,PASS,lh_panel_uncaptured,attacker clock [plain: 566.66*(1*1)*1/(5.105*6*1)*1*1/sqrt(1)=18.5002; target_count=1; total=18.500163]; defender clock [plain: 566.66*(1.001*1)*1/(5*6*1)*1*1/sqrt(1)=18.9076; target_count=1; total=18.907555]
FarSeer_1v1_T3InfvT1Inf_AttInfA+257.7D+186.6L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+14.4_Gatotlvl1_NoDefenderHero_20260712_130941,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,49,attacker,48.483438,capped,attacker,48.483438,48.483438,-1.054208,1.054208,-1.054208,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.864)*1/(10.731*3*1)*4.323*1/sqrt(1)=48.4834; target_count=1; total=48.483438]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=154.764; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+257.7D+186.6L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+4.0_Gatotlvl1_NoDefenderHero_20260712_130801,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,44,attacker,44.075853,capped,attacker,44.075853,44.075853,0.172393,0.172393,0.172393,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.24)*1/(10.731*3*1)*4.323*1/sqrt(1)=44.0759; target_count=1; total=44.075853]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=154.764; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+257.7D+192.1L+0.0H+0.0_DefInfA+14.0D+15.0L+11.8H+27.1_Gatotlvl1_NoDefenderHero_20260712_135113,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,59,attacker,58.995852,capped,attacker,58.995852,58.995852,-0.007030,0.007030,-0.007030,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.6*7.626)*1/(10.731*3*1)*4.323*1/sqrt(1)=58.9959; target_count=1; total=58.995852]; defender clock [Gatot-B: gross=1*0.101766=0.101766; net=gross-30.15=0; pool=157.734; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+257.7D+192.1L+0.0H+0.0_DefInfA+4.0D+5.0L+1.8H+16.1_Gatotlvl1_NoDefenderHero_20260712_135603,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,49,attacker,49.203909,capped,attacker,49.203909,49.203909,0.416141,0.416141,0.416141,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.966)*1/(10.731*3*1)*4.323*1/sqrt(1)=49.2039; target_count=1; total=49.203909]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=157.734; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+257.7_DefInfA+4.0D+5.0H+1.0_Gatotlvl1_NoDefenderHero_20260712_123127,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,43,attacker,42.804434,capped,attacker,42.804434,42.804434,-0.454804,0.454804,-0.454804,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4.2*6.06)*1/(10.731*3*1)*4.323*1/sqrt(1)=42.8044; target_count=1; total=42.804434]; defender clock [Gatot-B: gross=1*0.0830406=0.0830406; net=gross-30.15=0; pool=154.764; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+269.7D+196.6L+10.0H+10.0_DefInfA+4.0D+5.0L+1.8H+14.4_Gatotlvl1_NoDefenderHero_20260712_131118,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,43,attacker,42.645206,capped,attacker,42.645206,42.645206,-0.825103,0.825103,-0.825103,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.864)*1/(11.091*3.3*1)*4.323*1/sqrt(1)=42.6452; target_count=1; total=42.645206]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=176.18; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+269.7D+202.1L+10.0H+10.0_DefInfA+4.0D+5.0L+1.8H+16.1_Gatotlvl1_NoDefenderHero_20260712_134910,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,43,attacker,43.278920,capped,attacker,43.278920,43.278920,0.648650,0.648650,0.648650,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.966)*1/(11.091*3.3*1)*4.323*1/sqrt(1)=43.2789; target_count=1; total=43.278920]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=179.447; capped; target_count=1; total=capped]
FarSeer_1v1_T3InfvT1Inf_AttInfA+272.1D+202.1L+10.0H+10.0_DefInfA+4.0D+5.0L+1.8H+16.1_Gatotlvl1_NoDefenderHero_20260712_135804,Lab Rat,exact_1v1,InfT3x1[gatot] vs InfT1x1[],1v1,43,attacker,42.999776,capped,attacker,42.999776,42.999776,-0.000522,0.000522,-0.000522,CEIL_HIT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4.2*6.966)*1/(11.163*3.3*1)*4.323*1/sqrt(1)=42.9998; target_count=1; total=42.999776]; defender clock [Gatot-B: gross=1*0.0845353=0.0845353; net=gross-30.15=0; pool=179.447; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T1InfvT1Inf_Att+10L_Gatotlvl1_NoDefenderHero_20260712_021010,Lab Rat,beast,InfT1x1[gatot] vs InfT1x18[],1v18,1500,defender,1704.267624,capped,defender,capped,capped,,,,CAPPED_CORRECT,CORRECT,inf,N/A,out_capped_beast,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(2.886*1.1*1)*1*1/sqrt(1)=94.6815; target_count=18; total=1704.267624]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T1InfvT1Inf_Att+21.6L+53.2H_Gatotlvl1_NoDefenderHero_UserSummary,Lab Rat,beast,InfT1x1[gatot] vs InfT1x18[],1v18,1500,defender,5410.368000,capped,defender,capped,capped,,,,CAPPED_CORRECT,CORRECT,inf,N/A,out_capped_beast,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(1*1*1)*1*1/sqrt(1)=300.576; target_count=18; total=5410.368000]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=24; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T1InfvT1Inf_Att+21.6L_Gatotlvl1_NoDefenderHero_20260712_021112,Lab Rat,beast,InfT1x1[gatot] vs InfT1x18[],1v18,1500,defender,1541.689463,capped,defender,capped,capped,,,,CAPPED_CORRECT,CORRECT,inf,N/A,out_capped_beast,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(2.886*1.216*1)*1*1/sqrt(1)=85.6494; target_count=18; total=1541.689463]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T1InfvT1Inf_Att+32.7L+53.2H_Gatotlvl1_NoDefenderHero_20260712_021542,Lab Rat,beast,InfT1x1[gatot] vs InfT1x18[],1v18,1411,attacker,1412.731264,capped,attacker,1412.731264,1412.731264,0.122698,0.122698,0.122698,WITHIN_10PCT,CORRECT,inf,N/A,in_beast_victory,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer,attacker clock [plain: 12.524*(4*6)*1/(2.886*1.327*1)*1*1/sqrt(1)=78.4851; target_count=18; total=1412.731264]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=105.377; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T1InfvT1Inf_Gatotlvl1_NoDefenderHero_20260712_020035,Lab Rat,beast,InfT1x1[gatot] vs InfT1x18[],1v18,1500,defender,1874.694387,capped,defender,capped,capped,,,,CAPPED_CORRECT,CORRECT,inf,N/A,out_capped_beast,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(2.886*1*1)*1*1/sqrt(1)=104.15; target_count=18; total=1874.694387]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T2InfvT1Inf_Gatotlvl1_NoDefenderHero_20260712_020124,Lab Rat,beast,InfT2x1[gatot] vs InfT1x18[],1v18,1255,attacker,1256.045239,capped,attacker,1256.045239,1256.045239,0.083286,0.083286,0.083286,WITHIN_10PCT,CORRECT,inf,N/A,in_beast_victory,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(5.772*2*1)*2.68*1/sqrt(1)=69.7803; target_count=18; total=1256.045239]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=100.31; capped; target_count=1; total=capped]
FarSeer_Beast_1v18_T6InfvT1Inf_Gatotlvl1_NoDefenderHero_20260712_015509,Lab Rat,beast,InfT6x1[gatot] vs InfT1x18[],1v18,486,attacker,486.036838,capped,attacker,486.036838,486.036838,0.007580,0.007580,0.007580,WITHIN_10PCT,CORRECT,inf,N/A,in_beast_victory,PASS,beast_mapping_assumed;gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [plain: 12.524*(4*6)*1/(20.202*6*1)*10.889*1/sqrt(1)=27.002; target_count=18; total=486.036838]; defender clock [Gatot-B: gross=18*0.0798467=1.43724; net=gross-30.15=0; pool=343.92; capped; target_count=1; total=capped]
LabRat_1v1_T1InfvT1Inf_NoAttackerHero_Eliflvl1_20260712_013954,Lab Rat,exact_1v1,InfT1x1[] vs InfT1x1[elif],1v1,44,defender,2011.755168,44.775212,defender,44.775212,44.775212,1.761846,1.761846,1.761846,WITHIN_10PCT,CORRECT,4393.010900,N/A,in_exact_duel,PASS,lh_panel_uncaptured,attacker clock [plain: 12.524*(26.772*6)*1/(1*1*1)*1*1/sqrt(1)=2011.76; target_count=1; total=2011.755168]; defender clock [plain: 12.524*(4*6)*1/(6.713*1*1)*1*1/sqrt(1)=44.7752; target_count=1; total=44.775212]
LabRat_1v1_T1InfvT1Inf_NoAttackerHero_Gatotlvl1_20260712_014520,Lab Rat,exact_1v1,InfT1x1[] vs InfT1x1[gatot],1v1,104,defender,capped,104.149688,defender,104.149688,104.149688,0.143931,0.143931,0.143931,WITHIN_10PCT,CORRECT,inf,N/A,in_exact_duel,PASS,gatot_budget;gatot_budget_FarSeer;lh_panel_uncaptured,attacker clock [Gatot-B: gross=1*0.0798467=0.0798467; net=gross-30.15=0; pool=68.784; capped; target_count=1; total=capped]; defender clock [plain: 12.524*(4*6)*1/(2.886*1*1)*1*1/sqrt(1)=104.15; target_count=1; total=104.149688]
LabRat_1v1_T1InfvT1Inf_NoAttackerHero_Gordonlvl1_20260711_214025,Lab Rat,exact_1v1,InfT1x1[] vs InfT1x1[gordon],1v1,"[285,287]",defender,300.876576,294.393732,defender,294.393732,294.393732,2.934871,2.934871,2.576213,WITHIN_10PCT,CORRECT,2.202100,N/A,in_exact_duel,PASS,lh_panel_uncaptured,attacker clock [plain: 12.524*(4.004*6)*1/(1*1*1)*1*1/sqrt(1)=300.877; target_count=1; total=300.876576]; defender clock [plain: 12.524*(4*6)*1/(1.021*1*1)*1*1/sqrt(1)=294.394; target_count=1; total=294.393732]
LabRat_1v1_T1LanvT1Inf_NoAttackerHero_Gordonlvl1_20260711_214053,Lab Rat,exact_1v1,LanT1x1[] vs InfT1x1[gordon],1v1,"[90,91]",defender,100.493023,87.874633,defender,87.874633,87.874633,-2.900958,2.900958,-2.361519,WITHIN_10PCT,CORRECT,14.359537,N/A,in_exact_duel,PASS,factorized_K;lh_panel_uncaptured,attacker clock [plain: 83.6605*(4.004*6)*1/(4*5*1)*1*1/sqrt(1)=100.493; target_count=1; total=100.493023]; defender clock [plain: 22.43*(2*2)*1/(1.021*1*1)*1*1/sqrt(1)=87.8746; target_count=1; total=87.874633]
